parcel_id,date,ndvi_value,temperature_c,rainfall_mm,sensor_status
PARCEL_001,2026-05-29,0.407,30.1,0.0,NA
PARCEL_021,2026-04-12,0.532,20.7,0.0,OK
PARCEL_009,06-Mar-2026,0.326,26.4,0.0,OK
PARCEL_011,17/03/2026,0.328,27.4,2.8, OK
PARCEL_014,06-Feb-2026,0.707,25.7,0.0,OK
PARCEL_008,2026-01-22,0.364,31.7,0.0,OK
PARCEL_001,2026-05-04,0.713,16.0,0.0,OK
PARCEL_011,2026-01-01,0.124,16.3,0.0,OK
PARCEL_008,02-May-2026,0.394,31.0,0.0,OK
PARCEL_007,2026-05-07,0.529,34.0,0.0,OK
PARCEL_010,13/03/2026,0.677,30.7,0.0,OK
PARCEL_023,2026-04-21,0.778,30.1,0.0,ERROR
PARCEL_016,2026-04-28,0.658,22.3,0.0,error
PARCEL_009,2026-02-04,0.187,31.4,2.3,OK
PARCEL_019,02/05/2026,0.476,26.7,0.0,OK
PARCEL_001,2026-01-25,0.275,29.3,0.0,OK
PARCEL_006,18/01/2026,0.093,21.3,0.0,error
PARCEL_098,09-Jan-2026,0.123,25.4,0.0,OK
PARCEL_014,2026-02-14,0.653,28.4,0.0,OK
PARCEL_008,2026-02-10,0.229,19.0,0.0,OK
PARCEL_011,31/05/2026,0.55,25.8,0.0,OK
PARCEL_019,2026-02-27,-1.485,27.4,0.0,error
PARCEL_008,2026-04-05,0.803,21.8,0.0,OK
PARCEL_004,2026-05-16,0.646,30.6,0.0,OK
PARCEL_002,2026-01-13,0.309,23.4,0.0,OK
PARCEL_010,2026-04-04,0.851,31.3,0.0,OK
PARCEL_008,2026-04-03,0.711,31.0,0.0,OK
PARCEL_014,2026-02-17,0.677,17.7,0.0,OK
PARCEL_009,2026-02-13,0.237,24.2,4.9, OK
PARCEL_008,2026-01-30,0.335,32.0,0.0,OK
PARCEL_011,2026-04-12,0.509,33.6,0.0,OK
PARCEL_024,2026-05-08,0.622,33.4,3.8,OK
PARCEL_023,2026-04-01,0.908,29.1,0.6,OK
PARCEL_014,2026-02-12,0.8,15.8,0.0,OK
PARCEL_008,31/05/2026,0.422,28.2,8.0,OK
PARCEL_008,2026-05-05,0.497,32.2,0.0,OK
PARCEL_012,2026-04-04,0.725,29.0,0.0,OK
PARCEL_023,2026-02-07,0.192,17.6,0.0,OK
PARCEL_014,22-Feb-2026,0.758,18.2,0.0,OK
PARCEL_016,2026-03-29,0.814,19.8,0.0,ok
PARCEL_011,2026-01-11,0.244,34.6,0.0,OK
PARCEL_008,2026-05-26,0.573,22.7,0.0,OK
PARCEL_019,2026-01-15,0.211,17.8,0.0,OK
PARCEL_011,2026-03-26,0.455,32.0,0.0,OK
PARCEL_013,2026-04-27,0.396,21.9,0.0,OK
PARCEL_015,2026-05-05,0.671,34.1,0.0,OK
PARCEL_012,18/05/2026,0.806,15.7,0.0,OK
PARCEL_019,15/02/2026,0.285,35.0,0.0,OK
PARCEL_022,20-Apr-2026,0.755,29.6,5.2,OK
PARCEL_007,2026-01-10,0.128,27.8,2.9,ERROR
PARCEL_012,2026-03-24,0.33,29.8,0.8,OK
PARCEL_006,2026-01-13,0.198,20.5,0.0,OK
PARCEL_002,2026-03-19,0.555,30.4,0.0,OK
PARCEL_020,2026-05-17,0.832,26.9,0.0,OK
PARCEL_009,2026-01-29,0.184,28.9,0.0,OK
PARCEL_009,08/02/2026,0.214,32.9,3.2,OK
PARCEL_019,23/04/2026,0.572,24.2,0.0,OK
PARCEL_006,2026-05-14,0.713,25.9,0.0,OK
PARCEL_025,2026-05-19,1.757,31.9,6.0,ERROR
PARCEL_009,2026-05-06,0.645,25.1,0.0,OK
PARCEL_021,2026-01-19,0.243,16.3,0.0,OK
PARCEL_023,04/01/2026,0.106,32.1,0.0,OK
PARCEL_016,2026-01-13,0.219,29.3,0.0,OK
PARCEL_021,2026-05-21,0.406,33.2,2.8,OK
PARCEL_025,20/03/2026,0.699,24.0,0.0,OK
PARCEL_015,09/02/2026,0.631,29.3,0.0,OK
PARCEL_011,2026-02-16,0.157,25.3,7.3,OK
PARCEL_016,26/04/2026,0.565,23.7,0.0,OK
PARCEL_002,2026-01-09,0.149,24.1,0.0,OK
PARCEL_022,2026-05-27,0.664,34.1,0.0,OK
PARCEL_013,06-Apr-2026,0.47,29.3,4.3,OK
PARCEL_017,2026-03-27,0.672,34.3,0.0,OK
PARCEL_017,2026-01-18,0.282,23.4,0.0,OK
PARCEL_023,2026-05-20,1.079,25.9,0.0,error
PARCEL_016,2026-02-15,0.31,19.7,0.0,OK 
PARCEL_013,2026-02-02,0.082,15.5,0.0,OK
PARCEL_022,2026-05-13,0.662,16.1,0.0,OK
PARCEL_024,2026-03-08,0.655,18.2,0.0,OK 
PARCEL_013,2026-04-26,0.536,32.5,11.1,OK
PARCEL_001,2026-01-21,0.295,35.1,2.7,ok
PARCEL_025,2026-01-22,0.167,21.9,3.2,OK
PARCEL_006,2026-03-24,0.681,24.0,0.0,OK
PARCEL_020,2026-01-01,0.079,15.9,0.0,OK
PARCEL_020,24/04/2026,0.759,33.7,0.0,OK
PARCEL_015,2026-01-05,0.183,33.1,0.0,OK
PARCEL_098,25/03/2026,0.483,29.7,0.0,OK
PARCEL_010,11/02/2026,0.778,29.5,0.0,OK
PARCEL_011,2026-01-14,0.198,23.9,0.0,OK
PARCEL_020,29/04/2026,0.67,15.5,6.6,OK
PARCEL_004,2026-03-25,0.742,34.6,0.0,OK
PARCEL_022,2026-05-31,0.463,26.3,0.0,OK
PARCEL_015,2026-01-07,0.424,34.7,0.0,OK
PARCEL_019,2026-03-28,0.863,24.7,0.7,OK
PARCEL_005,2026-04-19,0.471,28.3,0.0,OK
PARCEL_023,2026-04-25,0.87,26.2,0.0,error
PARCEL_014,2026-02-20,0.795,16.1,0.0,OK
PARCEL_022,23/04/2026,0.584,34.2,3.9,OK
PARCEL_011,2026-05-29,0.625,16.4,0.0,OK
PARCEL_004,2026-01-15,0.301,16.6,0.0,OK
PARCEL_015,16/01/2026,0.348,15.4,0.0,Error
PARCEL_024,2026-05-11,0.734,18.7,0.0,OK
PARCEL_009,2026-01-09,0.152,24.8,0.0,OK
PARCEL_005,2026-04-27,0.529,22.0,8.2,OK
PARCEL_014,2026-01-28,0.323,29.8,0.0,OK
PARCEL_023,28/05/2026,0.522,18.1,0.0,OK
PARCEL_018,2026-01-17,0.266,29.0,0.3,OK
PARCEL_099,03/01/2026,0.114,19.8,0.5,ok
PARCEL_016,17/02/2026,0.313,21.2,0.0,OK
PARCEL_022,26/05/2026,0.51,31.7,2.5,OK
PARCEL_002,17-Apr-2026,0.582,16.8,2.9,OK
PARCEL_006,08/02/2026,0.211,15.9,0.0,error
PARCEL_007,2026-04-23,0.463,25.2,0.0,OK
PARCEL_010,2026-01-30,0.354,22.2,0.0,OK
PARCEL_019,2026-02-22,0.564,15.5,0.3,OK
PARCEL_018,2026-05-15,0.539,19.6,1.2,OK
PARCEL_014,2026-04-28,0.45,17.7,0.0,OK
PARCEL_006,11-May-2026,0.601,31.5,0.0,OK
PARCEL_021,2026-03-13,0.472,18.8,0.0,OK 
PARCEL_020,11/04/2026,0.743,31.0,2.1,OK
PARCEL_019,14/05/2026,0.526,27.0,4.5,OK
PARCEL_012,13-May-2026,0.766,26.0,0.0, OK
PARCEL_018,05/04/2026,0.704,32.9,3.3,OK
PARCEL_002,15/01/2026,0.212,24.5,0.0,OK
PARCEL_006,18-Mar-2026,0.911,20.0,0.0,NA
PARCEL_014,2026-03-30,0.722,33.5,0.0,OK
PARCEL_012,2026-04-12,0.757,31.5,0.0,OK
PARCEL_007,24/05/2026,0.465,30.2,0.0,ok
PARCEL_014,2026-05-15,0.705,18.1,0.0,OK
PARCEL_012,17-Mar-2026,0.395,15.8,5.3,OK
PARCEL_018,2026-02-09,0.41,21.3,9.2,OK
PARCEL_023,2026-03-10,0.707,21.4,0.0,OK
PARCEL_012,19/03/2026,0.36,32.7,0.0,OK
PARCEL_001,2026-05-03,0.613,19.9,0.0,OK
PARCEL_016,2026-05-24,0.63,22.3,0.0,ok
PARCEL_007,25/04/2026,0.413,17.2,2.9,OK
PARCEL_015,2026-03-14,0.551,16.7,1.4,OK 
PARCEL_011,2026-02-14,-1.288,26.1,0.0,error
PARCEL_003,2026-04-13,0.487,25.4,2.7,error
PARCEL_024,04/02/2026,0.36,31.5,0.0,OK
PARCEL_024,2026-03-23,0.595,26.5,0.0,OK
PARCEL_001,2026-03-28,0.6,23.5,0.0,OK
PARCEL_014,2026-05-09,0.677,29.4,5.8,OK
PARCEL_008,23-Mar-2026,0.525,19.0,0.0,OK
PARCEL_012,2026-04-01,0.567,34.1,9.9,OK
PARCEL_003,2026-05-18,0.67,30.7,0.0,OK
PARCEL_012,2026-05-10,0.599,32.9,0.0,OK
PARCEL_023,2026-02-23,0.411,21.1,5.4,OK
PARCEL_001,2026-01-12,0.077,32.3,4.1,OK
PARCEL_003,2026-04-03,0.456,29.7,0.0,OK
PARCEL_001,2026-02-28,0.385,34.3,0.0,OK
PARCEL_018,2026-04-12,0.467,33.9,4.6,OK
PARCEL_020,2026-01-31,0.244,35.2,0.0,OK
PARCEL_003,06-Feb-2026,0.071,33.3,5.4,OK
PARCEL_005,2026-04-17,0.45,17.5,0.0,OK
PARCEL_016,2026-01-06,0.308,23.2,0.0,OK
PARCEL_008,2026-03-27,0.496,16.1,0.0,OK
PARCEL_013,2026-03-02,0.412,34.2,0.0,OK
PARCEL_007,2026-01-02,0.124,34.1,0.0,OK
PARCEL_006,2026-03-26,0.503,35.0,0.0,OK
PARCEL_009,2026-03-21,0.93,20.9,0.0,OK
PARCEL_010,2026-02-09,0.731,19.3,1.1,error
PARCEL_001,01/01/2026,0.17,33.9,0.0,OK
PARCEL_016,04/05/2026,0.747,23.3,0.0,ok
PARCEL_010,2026-02-10,0.834,22.8,0.0,OK
PARCEL_011,2026-01-08,0.113,23.5,0.0,OK
PARCEL_024,2026-04-28,0.629,18.8,7.7,OK
PARCEL_007,2026-04-24,0.65,31.6,10.1,OK
PARCEL_024,2026-03-28,0.556,32.2,0.0,OK
PARCEL_022,01/03/2026,0.763,17.8,0.0,OK
PARCEL_003,2026-05-02,0.694,22.0,0.0,OK
PARCEL_001,2026-05-31,0.54,24.0,0.0,OK
PARCEL_001,06/05/2026,0.713,24.0,0.0,OK
PARCEL_011,2026-05-26,0.659,20.8,0.0,OK
PARCEL_022,2026-02-04,0.336,28.3,0.0,OK
PARCEL_023,2026-03-09,0.581,29.2,8.0,OK
PARCEL_015,24/04/2026,0.703,22.7,0.0,error
PARCEL_001,2026-03-01,0.239,31.4,0.0,OK
PARCEL_019,2026-02-17,0.804,29.3,0.0,OK
PARCEL_007,2026-01-09,0.142,32.8,3.6,ok
PARCEL_006,02/05/2026,0.673,25.2,0.0,OK
PARCEL_004,2026-05-18,0.504,19.2,0.0,OK
PARCEL_015,2026-04-29,0.52,16.5,0.0,OK
PARCEL_021,2026-01-02,0.154,31.8,0.0,OK
PARCEL_024,09-Mar-2026,0.558,28.2,1.7,OK
PARCEL_009,2026-05-27,0.386,32.7,0.0,OK
PARCEL_017,2026-02-23,0.493,21.9,0.0,OK
PARCEL_017,2026-03-15,0.856,25.5,5.8,OK
PARCEL_001,19-Apr-2026,0.698,17.3,2.0,OK
PARCEL_017,2026-04-19,0.547,31.1,0.0,OK
PARCEL_025,2026-01-08,0.187,21.5,0.0,OK
PARCEL_011,2026-03-03,0.243,28.0,0.0,OK
PARCEL_018,2026-04-10,0.768,26.6,0.0,OK
PARCEL_003,2026-01-29,0.219,17.0,0.0,OK
PARCEL_018,30-May-2026,0.631,26.4,0.0,OK
PARCEL_021,2026-02-14,0.257,26.8,0.0,OK
PARCEL_022,2026-02-25,0.852,31.1,0.0,OK
PARCEL_003,12/04/2026,0.619,25.8,0.0,OK
PARCEL_010,14/02/2026,0.742,27.5,0.0,OK
PARCEL_019,2026-04-05,0.742,28.9,5.8,OK
PARCEL_003,23-Jan-2026,0.075,23.6,0.0,OK
PARCEL_013,2026-05-01,0.419,18.7,0.0,OK
PARCEL_025,2026-03-25,0.736,21.9,0.0,OK
PARCEL_011,2026-05-16,0.509,27.6,0.0,OK
PARCEL_007,2026-04-16,0.565,20.4,0.0,ERROR
PARCEL_018,2026-01-19,0.429,30.9,0.0,OK
PARCEL_012,2026-01-08,0.169,28.1,0.0,OK
PARCEL_015,2026-04-16,0.459,21.4,0.7,OK
PARCEL_020,2026-05-04,0.587,27.9,0.0,OK
PARCEL_015,2026-05-03,0.487,19.6,0.0,OK
PARCEL_016,2026-04-06,0.737,27.9,0.0,OK
PARCEL_013,2026-05-11,0.514,20.0,0.0,OK
PARCEL_021,2026-01-27,0.242,27.6,5.3,Error
PARCEL_013,2026-01-05,0.145,29.3,0.0,NA
PARCEL_015,2026-04-19,0.5,31.9,0.0,OK
PARCEL_098,2026-02-27,0.224,17.9,3.2,ok
PARCEL_020,2026-03-08,0.32,22.3,0.0,OK
PARCEL_025,19/02/2026,0.268,33.9,0.0,Error
PARCEL_011,2026-01-18,0.324,29.8,0.0,OK
PARCEL_012,2026-05-11,0.655,19.4,2.5,OK
PARCEL_006,2026-05-09,0.739,31.1,0.0,
PARCEL_013,17/02/2026,0.126,18.9,0.0, OK
PARCEL_007,2026-02-15,0.369,22.1,0.0,OK
PARCEL_004,2026-01-20,0.172,30.9,0.0,OK
PARCEL_006,2026-05-27,0.292,18.4,0.0,Error
PARCEL_018,2026-02-18,0.637,26.0,0.0,OK
PARCEL_023,24/05/2026,0.599,21.0,0.0,OK
PARCEL_008,08-Mar-2026,0.619,28.6,4.9,ok
PARCEL_024,2026-04-13,0.596,23.2,0.0,OK
PARCEL_006,07-Jan-2026,0.204,24.3,6.8,OK
PARCEL_023,2026-04-05,0.691,25.1,0.0,ERROR
PARCEL_020,27/04/2026,0.619,16.6,0.0,OK
PARCEL_012,2026-02-04,0.108,23.7,0.0,OK
PARCEL_017,2026-04-05,0.629,27.7,0.0,OK
PARCEL_011,2026-05-18,0.713,28.0,0.0,OK
PARCEL_011,20-Mar-2026,0.415,24.7,0.0,OK
PARCEL_018,2026-03-14,0.718,15.8,0.0,OK
PARCEL_098,2026-02-10,0.344,28.2,0.0,ok
PARCEL_013,2026-02-20,0.203,19.2,0.0,OK
PARCEL_003,2026-03-17,0.502,20.2,0.0,OK
PARCEL_025,25/02/2026,0.425,25.4,7.9,OK
PARCEL_016,2026-05-18,0.559,22.9,3.9,OK
PARCEL_023,01-May-2026,0.629,22.5,0.0,OK
PARCEL_012,2026-02-25,0.259,16.8,0.0,NA
PARCEL_007,2026-05-01,0.612,31.7,0.0,OK
PARCEL_017,08/05/2026,0.522,25.4,0.5,OK
PARCEL_010,2026-02-06,0.827,23.7,0.0,error
PARCEL_001,31/03/2026,0.683,16.5,2.0,OK
PARCEL_015,07/02/2026,0.734,17.0,9.2,OK
PARCEL_003,08/04/2026,0.588,18.1,2.9,OK
PARCEL_017,2026-04-27,0.665,34.3,3.9,OK
PARCEL_015,10/01/2026,0.408,18.9,0.0,OK
PARCEL_008,12/01/2026,0.1,18.5,0.0,OK
PARCEL_012,2026-04-19,0.781,33.5,0.0,OK
PARCEL_001,2026-05-13,-1.434,20.8,0.0,Error
PARCEL_004,2026-03-24,0.669,35.1,0.0,OK
PARCEL_025,14/05/2026,0.626,28.8,0.0,OK
PARCEL_020,2026-01-27,0.188,31.2,0.0,OK
PARCEL_005,2026-04-06,0.298,17.1,0.0,OK
PARCEL_003,2026-05-22,0.469,31.8,0.0,OK
PARCEL_011,2026-03-29,0.43,21.5,0.0,error
PARCEL_025,13/02/2026,0.241,28.6,0.0,OK
PARCEL_010,16-Feb-2026,0.622,21.1,0.0,OK
PARCEL_016,2026-04-12,0.73,30.8,0.0,OK
PARCEL_004,24/02/2026,0.64,20.5,0.0,OK
PARCEL_003,2026-04-23,0.447,15.7,0.0,OK
PARCEL_017,22/05/2026,0.593,22.1,0.0,OK
PARCEL_018,2026-03-09,0.856,25.8,0.0,OK
PARCEL_022,05/03/2026,0.862,26.1,0.0,OK
PARCEL_022,06-May-2026,0.466,25.4,0.0,OK
PARCEL_011,2026-02-02,0.244,33.0,0.5,NaN
PARCEL_007,2026-02-03,0.257,30.3,3.2,OK
PARCEL_008,2026-05-29,0.563,21.7,3.5,error
PARCEL_008,01-Apr-2026,0.558,31.6,0.0,OK
PARCEL_007,2026-01-17,-1.444,33.6,0.0,ERROR
PARCEL_006,2026-03-19,0.574,29.5,0.0,OK
PARCEL_025,25/04/2026,0.785,16.9,0.0,OK
PARCEL_007,2026-05-26,0.617,26.7,2.8,OK
PARCEL_021,2026-01-28,0.299,29.9,0.0,OK
PARCEL_017,2026-02-17,0.73,23.5,0.0,OK
PARCEL_023,2026-05-18,0.733,29.7,0.0,OK
PARCEL_001,2026-05-28,0.409,22.7,2.3,OK
PARCEL_012,2026-05-24,0.556,30.6,0.0,OK
PARCEL_025,28/04/2026,0.603,31.7,0.0,OK
PARCEL_020,26/02/2026,0.226,17.3,0.0,OK
PARCEL_002,16/01/2026,0.308,25.7,1.2,OK
PARCEL_006,04/01/2026,0.148,33.0,0.6,OK
PARCEL_018,2026-01-27,0.214,17.1,2.3,OK
PARCEL_013,2026-05-24,0.677,25.2,0.0,OK
PARCEL_018,2026-04-19,0.488,32.4,0.0,OK
PARCEL_011,2026-05-13,0.584,21.4,0.0,OK
PARCEL_010,2026-01-04,0.108,25.8,0.0,OK
PARCEL_001,2026-02-21,0.326,33.3,0.0,OK
PARCEL_006,2026-05-28,0.532,21.4,6.4,OK
PARCEL_020,2026-05-25,0.538,21.7,0.0,OK
PARCEL_019,2026-01-14,0.191,27.1,6.4,OK
PARCEL_007,2026-03-15,0.704,29.9,0.0,OK
PARCEL_008,2026-05-13,0.499,33.3,0.0,OK
PARCEL_013,2026-05-07,0.619,17.3,4.9,OK
PARCEL_005,03-Jan-2026,0.13,21.4,0.0,Error
PARCEL_014,03/02/2026,0.27,34.1,0.0,OK
PARCEL_008,16/05/2026,0.425,29.1,0.0,OK
PARCEL_020,14/03/2026,0.359,27.7,0.0,OK
PARCEL_021,17/02/2026,0.207,22.6,0.0, OK
PARCEL_005,2026-05-29,0.502,33.3,0.0,OK
PARCEL_017,2026-01-23,0.396,34.1,0.0,OK
PARCEL_013,14/03/2026,0.351,22.6,0.0,OK
PARCEL_016,25/01/2026,0.118,33.9,0.0,OK
PARCEL_007,2026-03-03,0.784,25.4,0.0,OK
PARCEL_018,20/03/2026,0.742,25.0,0.0,OK
PARCEL_023,2026-01-31,0.352,22.5,4.6,OK
PARCEL_004,04/05/2026,0.485,21.7,0.0,OK
PARCEL_017,2026-01-29,0.241,22.7,0.0,OK
PARCEL_006,2026-03-16,0.882,32.4,0.0,OK
PARCEL_004,2026-04-02,0.609,19.0,0.0,OK
PARCEL_005,2026-04-10,0.559,32.2,0.0,OK
PARCEL_017,24-Mar-2026,0.623,21.6,0.0,OK
PARCEL_005,2026-05-16,0.442,24.8,0.0,OK
PARCEL_005,29/01/2026,0.255,25.2,0.0,OK
PARCEL_012,03/03/2026,0.184,22.3,0.0,OK
PARCEL_014,2026-03-17,0.632,22.1,0.0,OK
PARCEL_021,2026-02-11,0.251,16.1,0.0,OK
PARCEL_001,2026-02-27,0.497,29.8,0.0,OK
PARCEL_013,2026-01-15,0.141,19.0,3.8,OK
PARCEL_011,2026-04-05,0.585,34.1,0.0,NA
PARCEL_013,2026-02-21,0.207,30.4,0.0,OK
PARCEL_025,2026-03-23,0.681,16.2,0.0,OK
PARCEL_013,2026-01-17,0.179,29.5,0.0,OK
PARCEL_024,27/02/2026,0.436,31.1,6.9,OK
PARCEL_001,26-Mar-2026,0.721,19.0,0.0,OK
PARCEL_014,2026-05-04,0.503,18.1,0.0,OK
PARCEL_001,2026-01-29,0.294,23.5,0.0,OK
PARCEL_008,17/04/2026,0.585,33.0,0.0,OK
PARCEL_015,2026-05-23,0.446,17.4,0.0,OK
PARCEL_015,2026-01-29,0.351,24.0,8.1,OK
PARCEL_014,07/05/2026,0.553,31.1,0.0,OK
PARCEL_010,2026-02-18,0.811,21.8,0.0,OK
PARCEL_022,05-Jan-2026,0.19,20.7,0.0,OK
PARCEL_021,2026-03-04,0.144,29.9,0.0,OK
PARCEL_012,2026-05-21,0.746,17.3,0.0,OK
PARCEL_007,2026-03-29,0.662,28.1,0.0,OK 
PARCEL_016,02/05/2026,0.452,27.4,0.0,OK
PARCEL_010,2026-03-02,0.573,19.3,0.4, OK
PARCEL_020,2026-04-08,0.741,32.0,0.0,OK
PARCEL_007,2026-02-07,0.261,33.0,0.0,OK
PARCEL_014,2026-03-24,0.863,34.6,7.2,OK
PARCEL_009,2026-04-22,0.736,25.7,7.4,OK
PARCEL_001,05/03/2026,0.335,20.4,0.0,OK
PARCEL_014,2026-01-29,0.387,19.2,0.0,OK
PARCEL_002,2026-02-04,0.404,28.9,0.0,OK
PARCEL_024,2026-01-05,0.199,34.0,0.0,OK
PARCEL_008,2026-05-27,0.572,31.2,0.0,OK
PARCEL_010,2026-04-12,0.63,35.3,0.0,OK
PARCEL_025,09-May-2026,0.519,30.0,0.0,OK
PARCEL_007,2026-05-16,0.775,18.4,0.0,OK
PARCEL_098,2026-03-06,0.503,20.3,6.7,OK
PARCEL_025,2026-04-16,0.592,26.3,0.0,error
PARCEL_005,07/05/2026,0.666,28.4,4.5,OK
PARCEL_004,19/03/2026,0.646,26.2,0.0,OK
PARCEL_007,2026-03-11,0.734,24.4,0.0,OK
PARCEL_007,2026-02-23,0.728,20.0,0.0,OK
PARCEL_022,2026-02-07,0.26,16.8,0.0,OK
PARCEL_018,2026-03-31,0.559,30.9,0.0,OK
PARCEL_009,2026-04-15,0.72,27.2,0.0,OK
PARCEL_023,2026-01-01,-0.06,22.4,0.0,OK
PARCEL_021,2026-05-20,0.649,32.1,3.5,OK 
PARCEL_022,10/04/2026,0.792,34.5,0.0,OK
PARCEL_007,03-Apr-2026,0.742,32.4,0.0,OK
PARCEL_014,2026-01-20,0.432,33.9,0.0,NaN
PARCEL_014,2026-04-20,0.67,21.0,0.0,OK
PARCEL_007,2026-03-24,0.838,31.4,0.0,OK
PARCEL_008,15/04/2026,0.8,35.2,0.0,OK
PARCEL_019,18/02/2026,0.859,33.7,0.0,OK
PARCEL_016,2026-01-05,0.071,26.5,0.0,OK
PARCEL_005,04/04/2026,0.558,31.2,0.0,OK
PARCEL_023,04-May-2026,0.509,18.5,0.0,OK
PARCEL_018,2026-02-10,0.572,18.6,0.0,OK
PARCEL_012,2026-01-09,0.101,17.3,0.0,OK
PARCEL_004,2026-03-10,0.775,20.8,5.0,OK
PARCEL_004,2026-05-20,0.36,30.1,0.4,OK
PARCEL_002,2026-03-30,0.843,20.3,0.0,OK
PARCEL_013,2026-01-20,0.206,23.8,3.5,OK
PARCEL_016,01/03/2026,0.822,26.2,1.8,Error
PARCEL_015,2026-02-18,0.825,33.8,0.0,OK
PARCEL_003,26/04/2026,0.605,34.4,0.0,OK
PARCEL_016,2026-02-06,0.235,30.4,0.0,OK
PARCEL_016,24/04/2026,0.798,24.1,0.0,OK
PARCEL_016,25/05/2026,0.602,27.0,0.0,OK
PARCEL_003,07-Jan-2026,0.214,26.7,0.0,OK
PARCEL_019,2026-05-19,0.422,24.5,0.0,OK
PARCEL_013,06/03/2026,0.332,28.9,3.8,OK
PARCEL_017,2026-04-02,0.85,18.0,0.0,OK
PARCEL_011,2026-04-22,0.609,32.9,0.0,OK
PARCEL_017,2026-02-16,0.681,28.7,0.0,NA
PARCEL_011,30/05/2026,0.591,30.4,0.0,OK
PARCEL_015,22-May-2026,0.506,17.9,8.0, OK
PARCEL_025,2026-02-11,0.37,33.4,1.2,OK
PARCEL_019,18/01/2026,0.313,32.1,0.0,OK
PARCEL_010,2026-01-13,0.302,22.4,0.0,OK
PARCEL_009,2026-05-12,0.67,23.6,0.0,OK
PARCEL_022,07/03/2026,0.874,17.5,0.0,OK
PARCEL_025,2026-05-13,0.463,30.0,0.0,OK
PARCEL_024,2026-02-06,0.356,24.8,0.0,OK
PARCEL_007,2026-02-04,0.449,22.1,0.0,OK
PARCEL_002,2026-02-24,0.833,21.8,0.0,OK
PARCEL_021,2026-04-20,0.367,20.5,0.0,OK
PARCEL_003,25-Apr-2026,0.43,30.0,0.0,OK
PARCEL_001,2026-05-10,0.878,23.9,0.0,OK
PARCEL_015,2026-01-09,0.307,31.9,0.0,NaN
PARCEL_019,2026-03-27,0.866,32.0,0.0,OK
PARCEL_023,2026-04-20,0.635,18.1,0.0,OK
PARCEL_019,26/04/2026,0.429,34.4,0.0,OK
PARCEL_005,2026-05-28,0.52,34.2,0.0,OK
PARCEL_014,2026-03-25,0.666,24.2,0.0,OK
PARCEL_024,2026-03-05,0.505,29.7,0.0,error
PARCEL_009,2026-02-21,0.311,33.9,4.4,NA
PARCEL_008,2026-02-18,0.371,29.1,0.0,OK 
PARCEL_007,08/05/2026,0.689,26.1,0.0,OK
PARCEL_007,2026-05-06,0.499,28.7,3.6,OK
PARCEL_011,22-May-2026,1.356,30.9,0.0,ERROR
PARCEL_024,2026-01-11,0.199,29.3,0.0,NA
PARCEL_003,16/05/2026,1.403,21.7,0.0,Error
PARCEL_015,2026-03-03,0.722,16.0,0.0,OK
PARCEL_019,2026-03-13,0.592,23.3,4.7,OK
PARCEL_018,28-May-2026,0.45,29.7,0.0,OK
PARCEL_003,09/01/2026,0.11,17.7,0.0,OK
PARCEL_007,07-Mar-2026,0.64,32.0,0.0,OK
PARCEL_007,2026-01-29,-1.976,33.6,1.3,ERROR
PARCEL_009,2026-01-27,0.097,27.0,0.0,OK
PARCEL_010,01/03/2026,0.795,23.9,4.9,OK
PARCEL_014,2026-05-13,0.613,16.6,0.0,OK
PARCEL_023,2026-05-08,0.598,17.0,0.0,OK
PARCEL_010,2026-01-31,0.483,31.1,2.5,OK
PARCEL_012,2026-03-21,0.394,33.0,0.0,OK
PARCEL_025,2026-01-30,0.262,23.4,0.0,OK
PARCEL_025,2026-01-09,0.151,22.9,0.0,OK
PARCEL_005,2026-02-13,0.139,21.6,0.0,OK
PARCEL_011,21-Apr-2026,0.685,20.7,0.0,OK
PARCEL_009,2026-04-05,0.779,20.2,0.0,OK
PARCEL_009,2026-02-25,0.236,33.4,7.2,OK
PARCEL_003,2026-03-10,0.324,21.9,0.0,ERROR
PARCEL_012,14/04/2026,0.84,34.1,0.0,OK
PARCEL_001,2026-03-11,0.352,35.1,0.0,OK
PARCEL_004,08-Apr-2026,0.38,29.5,0.0,OK
PARCEL_020,26-Jan-2026,0.229,15.9,0.0,OK
PARCEL_001,2026-01-17,0.21,32.2,3.6,OK
PARCEL_007,2026-04-04,0.635,29.2,0.0,OK
PARCEL_008,2026-05-24,0.58,24.3,0.0,Error
PARCEL_008,23/04/2026,0.789,28.2,0.0,OK
PARCEL_003,2026-03-12,0.295,26.4,0.0,OK
PARCEL_021,06/05/2026,0.57,33.8,0.0,OK
PARCEL_015,2026-03-12,0.495,15.5,0.0,OK
PARCEL_002,2026-01-07,0.128,32.7,0.0,OK
PARCEL_020,2026-04-26,0.506,34.4,0.0,OK
PARCEL_020,2026-05-03,0.804,35.1,0.0,OK
PARCEL_003,2026-05-10,0.479,31.0,0.0,OK 
PARCEL_021,04/05/2026,0.549,23.3,0.0,OK
PARCEL_012,2026-05-20,0.766,18.9,0.0,OK
PARCEL_005,2026-01-15,0.094,29.0,0.0,OK
PARCEL_022,2026-04-08,0.85,21.0,0.0,ok
PARCEL_004,2026-01-11,0.44,20.0,5.0,OK
PARCEL_023,2026-01-22,0.177,16.1,0.0,OK
PARCEL_019,2026-02-06,0.386,25.0,0.0,ERROR
